arg_id,argument,topic,stance,sents,sents_with_scores,gt-kps,gt-cand-kps,aspects
arg_26_187,space exploration should be subsidized as it brings innovation and scientific development,We should subsidize space exploration,1,['space exploration should be subsidized as it brings innovation and scientific development'],"[('space exploration should be subsidized as it brings innovation and scientific development', 0.9858097434043884)]",['Space exploration improves science/technology'],['space exploration should be subsidized as it brings innovation and scientific development'],"['scientific', 'innovation', 'subsidized']"
arg_26_188,space exploration should be subsidized as it will benefit us in the future with technology advancements.,We should subsidize space exploration,1,['space exploration should be subsidized as it will benefit us in the future with technology advancements.'],"[('space exploration should be subsidized as it will benefit us in the future with technology advancements.', 0.954051673412323)]",['Space exploration improves science/technology'],['space exploration should be subsidized as it will benefit us in the future with technology advancements.'],"['technology advancements', 'benefit', 'subsidized']"
arg_26_189,Space exploration should be subsidized because the information learned from it could provide useful to our planet.,We should subsidize space exploration,1,['Space exploration should be subsidized because the information learned from it could provide useful to our planet.'],"[('Space exploration should be subsidized because the information learned from it could provide useful to our planet.', 0.9409835934638977)]","['Space exploration improves science/technology', 'Space exploration is necessary for the future survival of humanity', 'Space exploration unravels information about the universe']","['Space exploration should be subsidized because the information learned from it could provide useful to our planet.', 'Space exploration should be subsidized because the information learned from it could provide useful to our planet.', 'Space exploration should be subsidized because the information learned from it could provide useful to our planet.']","['useful to our planet', 'information', 'subsidized']"
arg_26_190,space exploration should be subsidized by the government because the cost to develop new technologies is too great for the private sector.,We should subsidize space exploration,1,['space exploration should be subsidized by the government because the cost to develop new technologies is too great for the private sector.'],"[('space exploration should be subsidized by the government because the cost to develop new technologies is too great for the private sector.', 0.9024257659912109)]",[],[],"['cost', 'subsidized']"
arg_26_191,space exploration should continue to be subsidized to ensure that our own earth is protected by learning the effects of the ever-changing atmospheric changes taking place.,We should subsidize space exploration,1,['space exploration should continue to be subsidized to ensure that our own earth is protected by learning the effects of the ever-changing atmospheric changes taking place.'],"[('space exploration should continue to be subsidized to ensure that our own earth is protected by learning the effects of the ever-changing atmospheric changes taking place.', 0.9384263157844543)]",[],[],"['atmospheric changes', 'protected', 'subsidized']"
arg_26_192,space exploration technology can lead to benefits here on earth. the ballpoint pen was invented by a space program and now people everywhere use them!,We should subsidize space exploration,1,"['space exploration technology can lead to benefits here on earth.', 'the ballpoint pen was invented by a space program and now people everywhere use them!']","[('space exploration technology can lead to benefits here on earth.', 0.875193178653717), ('the ballpoint pen was invented by a space program and now people everywhere use them!', 0.5155255794525146)]",['Space exploration improves science/technology'],['space exploration technology can lead to benefits here on earth.'],['benefits']
arg_26_193,"space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.",We should subsidize space exploration,1,"['space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.']","[('space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.', 0.8677077293395996)]",['Space exploration is necessary for the future survival of humanity'],"['space exploration will pave the way to find us a new place to inhabit, in case we need to leave earth for whatever reason in the future.']","['place to inhabit', 'leave earth']"
arg_26_194,space explorations can help education us about the universe around us and lead to extraordinary discoveries,We should subsidize space exploration,1,['space explorations can help education us about the universe around us and lead to extraordinary discoveries'],"[('space explorations can help education us about the universe around us and lead to extraordinary discoveries', 0.8939723968505859)]",['Space exploration unravels information about the universe'],['space explorations can help education us about the universe around us and lead to extraordinary discoveries'],"['education us', 'extraordinary', 'universe']"
arg_26_195,"space is the last unexplored frontier, and has many possibilities for scientific advancement",We should subsidize space exploration,1,"['space is the last unexplored frontier, and has many possibilities for scientific advancement']","[('space is the last unexplored frontier, and has many possibilities for scientific advancement', 0.9088878035545349)]",['Space exploration improves science/technology'],"['space is the last unexplored frontier, and has many possibilities for scientific advancement']","['unexplored frontier', 'scientific', 'possibilities']"
arg_26_196,space mining could help us find valuable minerals that are useful,We should subsidize space exploration,1,['space mining could help us find valuable minerals that are useful'],"[('space mining could help us find valuable minerals that are useful', 0.8369371294975281)]",['Space exploration can help in colonizing the resources/lands of other planets'],['space mining could help us find valuable minerals that are useful'],['valuable minerals']
arg_26_197,space will one day be an important resource so we need to further explore it.,We should subsidize space exploration,1,['space will one day be an important resource so we need to further explore it.'],"[('space will one day be an important resource so we need to further explore it.', 0.8747599124908447)]",['Space exploration can help in colonizing the resources/lands of other planets'],['space will one day be an important resource so we need to further explore it.'],['important resource']
arg_26_198,subsidising space exploration would enable more discoveries to be made.,We should subsidize space exploration,1,['subsidising space exploration would enable more discoveries to be made.'],"[('subsidising space exploration would enable more discoveries to be made.', 0.9421430230140686)]","['Space exploration improves science/technology', 'Space exploration unravels information about the universe']","['subsidising space exploration would enable more discoveries to be made.', 'subsidising space exploration would enable more discoveries to be made.']",['discoveries']
arg_26_199,subsidized space exploration is essential as it helps with wider scientific development,We should subsidize space exploration,1,['subsidized space exploration is essential as it helps with wider scientific development'],"[('subsidized space exploration is essential as it helps with wider scientific development', 0.9575793147087097)]",['Space exploration improves science/technology'],['subsidized space exploration is essential as it helps with wider scientific development'],"['scientific', 'wider', 'subsidized space exploration']"
arg_26_200,subsidizing space exploration is a positive move to help advance our space program.,We should subsidize space exploration,1,['subsidizing space exploration is a positive move to help advance our space program.'],"[('subsidizing space exploration is a positive move to help advance our space program.', 0.8958465456962585)]",[],[],"['space program', 'exploration', 'advance']"
arg_26_201,"Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth.",We should subsidize space exploration,1,"[""Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth.""]","[(""Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth."", 0.9355497360229492)]","['Space exploration improves science/technology', 'Space exploration unravels information about the universe']","[""Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth."", ""Subsidizing space exploration will help us to learn more about the areas outside of earth's atmosphere and, perhaps, teach us things that will improve our quality of life here on earth.""]","['improve', 'quality of life']"
arg_26_202,Technologies developed for space exploration have lead to the development of other very valuable technologies.,We should subsidize space exploration,1,['Technologies developed for space exploration have lead to the development of other very valuable technologies.'],"[('Technologies developed for space exploration have lead to the development of other very valuable technologies.', 0.854813814163208)]",['Space exploration improves science/technology'],['Technologies developed for space exploration have lead to the development of other very valuable technologies.'],['valuable technologies']
arg_26_203,the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies,We should subsidize space exploration,1,['the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies'],"[('the country needs to be prepared against other countries that use space exploration to advance both offensive and defensive strategies', 0.7279574871063232)]",[],[],"['prepared', 'defensive', 'offensive']"
arg_26_204,The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.,We should subsidize space exploration,1,['The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.'],"[('The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.', 0.9116063117980957)]",['Space exploration unravels information about the universe'],['The exploration of space can only improve on the knowledge of things here on earth as we learn more and more about the makeup of the universe.'],"['makeup', 'knowledge of things', 'universe']"
arg_26_205,the government funded the whole space program in the 60's and we made it to the moon.,We should subsidize space exploration,1,"[""the government funded the whole space program in the 60's and we made it to the moon.""]","[(""the government funded the whole space program in the 60's and we made it to the moon."", 0.6266025900840759)]",[],[],
arg_26_206,The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.,We should subsidize space exploration,1,['The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.'],"[('The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.', 0.8836054801940918)]",['Space exploration improves science/technology'],['The technology developed for space exploration has also had uses in regular life - subsidizing space exploration would also have positive trickle down effects.'],"['trickle down effects', 'life']"
arg_26_207,the technology we get from space exploration alone is worth the cost of it,We should subsidize space exploration,1,['the technology we get from space exploration alone is worth the cost of it'],"[('the technology we get from space exploration alone is worth the cost of it', 0.8080463409423828)]",['Space exploration improves science/technology'],['the technology we get from space exploration alone is worth the cost of it'],['cost']
arg_26_208,"the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters",We should subsidize space exploration,1,"['the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters']","[('the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters', 0.7260931134223938)]",['Space exploration unravels information about the universe'],"['the universe outside of our planet holds the most fascinating mysteries, of course we should explore it and learn, it is ignorant and arrogant to think this planet is all that matters']","['arrogant', 'fascinating mysteries', 'ignorant']"
arg_26_209,"there are so many things in this world left to discover, so we should definitely support space research.",We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],['space research']
arg_26_210,there is a lot to be learned from space exploration which has already produced many lifesaving inventions,We should subsidize space exploration,1,[],[],['Space exploration improves science/technology'],[[]],['lifesaving']
arg_26_211,this would enable even further exploration into unknown universes and discoveries we could not have previously imagined if there were more money via subsidies to space exploration projects.,We should subsidize space exploration,1,['this would enable even further exploration into unknown universes and discoveries we could not have previously imagined if there were more money via subsidies to space exploration projects.'],"[('this would enable even further exploration into unknown universes and discoveries we could not have previously imagined if there were more money via subsidies to space exploration projects.', 0.9172578454017639)]",['Space exploration unravels information about the universe'],['this would enable even further exploration into unknown universes and discoveries we could not have previously imagined if there were more money via subsidies to space exploration projects.'],"['unknown universes', 'money', 'discoveries', 'exploration', 'subsidies']"
arg_26_212,we and learn as much as we can. need to continue to explore outer space,We should subsidize space exploration,1,['need to continue to explore outer space'],"[('need to continue to explore outer space', 0.5332118272781372)]",['Space exploration unravels information about the universe'],['need to continue to explore outer space'],"['explore outer', 'learn']"
arg_26_213,"we have so much to learn from space exploration, secrets of the universe that could change the way we understand our existence, it is a worthy exploit",We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],['secrets of the universe']
arg_26_214,we learn more about science and our environment/ universe with space exploration. this also creates more jobs.,We should subsidize space exploration,1,['this also creates more jobs.'],"[('this also creates more jobs.', 0.7380465865135193)]","['Space exploration improves science/technology', 'Space exploration unravels information about the universe']","['this also creates more jobs.', 'this also creates more jobs.']","['environment/ universe', 'science', 'jobs']"
arg_26_215,"we must continue to support space exploration economically, we must always have vision to the future and see better things",We should subsidize space exploration,1,[],[],[],[],"['see better', 'vision to the future', 'space exploration economically']"
arg_26_216,we need to explore space so we can find minerals that are getting depleted on our planet,We should subsidize space exploration,1,[],[],[],[],"['explore space', 'depleted', 'minerals']"
arg_26_217,"we need to find a new planet with resources before we use ours up, putting more into space exploration would help accomplish this.",We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],['resources']
arg_26_218,we need to find minerals that are becoming scarce on our planet,We should subsidize space exploration,1,[],[],[],[],"['scarce', 'minerals']"
arg_26_219,we need to subsidize space exploration because there are so many mysteries of the universe that need to be explored for the betterment of mankind.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['betterment of mankind', 'subsidize', 'exploration', 'mysteries of the universe']"
arg_26_220,we need to subsidize space exploration in order to find an inhabitable planet we can live on when we finally destroy the one we live on now. supply housing for,We should subsidize space exploration,1,['supply housing for'],"[('supply housing for', 0.4575737714767456)]",['Space exploration can help in colonizing the resources/lands of other planets'],['supply housing for'],"['inhabitable planet', 'subsidize space exploration', 'destroy', 'supply housing']"
arg_26_221,we need to subsidize space exploration so we can find somewhere for the human race to go when we finally get done destroying our planet.,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['subsidize space exploration', 'destroying our planet', 'race']"
arg_26_222,we should because we can still learn so much about space.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['space', 'learn']"
arg_26_223,we should continue to subsidize space exploration because we need to know if there is viable places besides earth that may be a resource to us in the future.,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['viable places', 'subsidize space exploration', 'resource']"
arg_26_224,"we should subsidiize space exploration as by understanding other planets and their ecosystems, we may be able to understand our own planet more.",We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['understand our own planet', 'subsidiize', 'exploration', 'ecosystems']"
arg_26_225,we should subsidize it because we one day may need to find a place for new resources,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['subsidize', 'new']"
arg_26_226,"we should subsidize more space exploration because it is our future. we can use this exploration to learn about our solar system, galaxy, and increase our innovation.",We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['subsidize', 'future', 'space exploration', 'increase', 'learn', 'innovation']"
arg_26_227,We should subsidize space exploration as it is important for the world to know what else is out there.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],['subsidize space exploration']
arg_26_228,we should subsidize space exploration as it is important to learn more about the universe and investigate the possibility of other life forms.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['universe', 'subsidize', 'exploration', 'life forms']"
arg_26_229,We should subsidize space exploration as there is a need to continue to develop the technology to enable mankind to survive on Earth and elsewhere.,We should subsidize space exploration,1,[],[],['Space exploration is necessary for the future survival of humanity'],[[]],"['survive on earth', 'mankind', 'subsidize space exploration', 'technology', 'develop']"
arg_26_230,we should subsidize space exploration as we have learnt a lot and can advance through technology,We should subsidize space exploration,1,[],[],['Space exploration improves science/technology'],[[]],"['subsidize space exploration', 'learnt', 'advance']"
arg_26_231,we should subsidize space exploration because earth is quickly becoming uninhabitable and drained of resources. our survival depends on finding somewhere else to go.,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['uninhabitable', 'subsidize', 'drained of resources', 'exploration', 'survival depends']"
arg_26_232,we should subsidize space exploration because is important discover other resources,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['discover', 'subsidize', 'exploration']"
arg_26_233,we should subsidize space exploration because it can help provide us with education of the universe around us,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['education of the universe', 'subsidize', 'exploration']"
arg_26_234,we should subsidize space exploration because it increases the knowledge of the universe we are in,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['knowledge of the universe', 'subsidize', 'exploration']"
arg_26_235,we should subsidize space exploration because it is beneficial for educational purposes,We should subsidize space exploration,1,[],[],['Space exploration improves science/technology'],[[]],"['educational', 'beneficial', 'subsidize', 'exploration']"
arg_26_236,we should subsidize space exploration because it is the future of our species at stake. the earth is slowly dying due to global warming and it is necessary to find our next livable planet to move to,We should subsidize space exploration,1,['the earth is slowly dying due to global warming and it is necessary to find our next livable planet to move to'],"[('the earth is slowly dying due to global warming and it is necessary to find our next livable planet to move to', 0.8436151742935181)]",['Space exploration is necessary for the future survival of humanity'],['the earth is slowly dying due to global warming and it is necessary to find our next livable planet to move to'],"['livable planet', 'subsidize space exploration', 'global warming', 'future of our species', 'slowly dying']"
arg_26_237,we should subsidize space exploration because maybe there are things in space that could help the world on earth,We should subsidize space exploration,1,[],[],[],[],"['help the world', 'subsidize', 'exploration']"
arg_26_238,we should subsidize space exploration because they could find things that are needed to make the world a better place,We should subsidize space exploration,1,[],[],[],[],"['subsidize space exploration', 'better']"
arg_26_239,we should subsidize space exploration because we need to know if there are other things in the universe that may some day harm the earth.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['harm the earth', 'subsidize', 'exploration']"
arg_26_240,"we should subsidize space exploration because we're running out of resources on earth. space is filled with infinite resources. if we're not first, other countries will benefit while we're left behind.",We should subsidize space exploration,1,"['space is filled with infinite resources.', ""if we're not first, other countries will benefit while we're left behind.""]","[('space is filled with infinite resources.', 0.6689411997795105), (""if we're not first, other countries will benefit while we're left behind."", 0.7092419266700745)]",[],[],"['benefit', 'countries', 'subsidize space exploration', 'infinite resources', 'resources']"
arg_26_241,we should subsidize space exploration for reserach in other planets,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['subsidize space exploration', 'reserach']"
arg_26_242,we should subsidize space exploration since we need to explore space and we need the money.,We should subsidize space exploration,1,[],[],[],[],"['explore space', 'subsidize space exploration', 'money']"
arg_26_243,we should subsidize space exploration so we can continue to learn about our universe and any threats or benefits it offers.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['benefits', 'subsidize', 'threats', 'universe', 'learn', 'exploration']"
arg_26_244,we should subsidize space exploration to find what information is available in our solar system.,We should subsidize space exploration,1,[],[],['Space exploration unravels information about the universe'],[[]],"['subsidize space exploration', 'information', 'available']"
arg_26_245,we should susidize space exploration because it could help find useful things needed on earth for the world,We should subsidize space exploration,1,[],[],['Space exploration can help in colonizing the resources/lands of other planets'],[[]],"['susidize', 'useful things needed', 'exploration']"
arg_26_246,"when we subsidize space exploration we contribute to the advancement of mankind through science, which is a good thing.",We should subsidize space exploration,1,"['when we subsidize space exploration we contribute to the advancement of mankind through science, which is a good thing.']","[('when we subsidize space exploration we contribute to the advancement of mankind through science, which is a good thing.', 0.9309508800506592)]",['Space exploration improves science/technology'],"['when we subsidize space exploration we contribute to the advancement of mankind through science, which is a good thing.']","['advancement of mankind', 'science']"
arg_27_0,"any subsidy for education after school is unnecessary, the right to access education ends at 16 at which point people can fund their own adult decisions",We should subsidize vocational education,-1,"['any subsidy for education after school is unnecessary, the right to access education ends at 16 at which point people can fund their own adult decisions']","[('any subsidy for education after school is unnecessary, the right to access education ends at 16 at which point people can fund their own adult decisions', 0.8650349378585815)]",[],[],"['subsidy', 'right to access education', 'adult', 'fund']"
arg_27_1,everyone should get a free university education rather than a vocational degree,We should subsidize vocational education,-1,[],[],[],[],"['free university education', 'vocational']"
arg_27_2,grants already exist for those who cannot afford traditional and vocational education. subsidizing vocational education would make little difference except wasting money that could go to more immediate needs.,We should subsidize vocational education,-1,"['grants already exist for those who cannot afford traditional and vocational education.', 'subsidizing vocational education would make little difference except wasting money that could go to more immediate needs.']","[('grants already exist for those who cannot afford traditional and vocational education.', 0.7810880541801453), ('subsidizing vocational education would make little difference except wasting money that could go to more immediate needs.', 0.8970639109611511)]",[],[],"['wasting money', 'traditional', 'vocational education', 'immediate needs']"
arg_27_3,"higher education, such as vocational education, should be paid for only by those partaking in it. otherwise there would be a lot of wasted funds with drop out rates.",We should subsidize vocational education,-1,"['higher education, such as vocational education, should be paid for only by those partaking in it.', 'otherwise there would be a lot of wasted funds with drop out rates.']","[('higher education, such as vocational education, should be paid for only by those partaking in it.', 0.8707990050315857), ('otherwise there would be a lot of wasted funds with drop out rates.', 0.7330626249313354)]",[],[],"['drop out rates', 'paid', 'wasted funds', 'education']"
arg_27_4,"if one decides to pursue a vocational education, they should find a way to attain it for themselves without the aide taxpayers' money.",We should subsidize vocational education,-1,"[""if one decides to pursue a vocational education, they should find a way to attain it for themselves without the aide taxpayers' money.""]","[(""if one decides to pursue a vocational education, they should find a way to attain it for themselves without the aide taxpayers' money."", 0.8159624934196472)]",[],[],"[""aide taxpayers ' money"", 'vocational']"
arg_27_5,if subsidies were put into place for vocational education then other areas of education would also want subsidies and this would cost the government far too much to implement.,We should subsidize vocational education,-1,['if subsidies were put into place for vocational education then other areas of education would also want subsidies and this would cost the government far too much to implement.'],"[('if subsidies were put into place for vocational education then other areas of education would also want subsidies and this would cost the government far too much to implement.', 0.8623059988021851)]",['subsidizing vocational education is expensive'],['if subsidies were put into place for vocational education then other areas of education would also want subsidies and this would cost the government far too much to implement.'],"['cost', 'subsidies']"
arg_27_6,if we subsidize vocational education it would be unfair to those who wish to enter other fields.,We should subsidize vocational education,-1,['if we subsidize vocational education it would be unfair to those who wish to enter other fields.'],"[('if we subsidize vocational education it would be unfair to those who wish to enter other fields.', 0.8457720279693604)]",[],[],"['subsidize', 'unfair', 'vocational education']"
arg_27_7,If you subsidize vocational education then the schools will raise tuition as they have done at liberal arts colleges.,We should subsidize vocational education,-1,['If you subsidize vocational education then the schools will raise tuition as they have done at liberal arts colleges.'],"[('If you subsidize vocational education then the schools will raise tuition as they have done at liberal arts colleges.', 0.8676285147666931)]",[],[],"['raise tuition', 'education']"
arg_27_8,it does not make economic growth any better,We should subsidize vocational education,-1,[],[],[],[],['economic growth']
arg_27_9,it is unfair to only subsidize vocational education. achieving a more advanced education is very expensive and it would also need to be subsidized.,We should subsidize vocational education,-1,['achieving a more advanced education is very expensive and it would also need to be subsidized.'],"[('achieving a more advanced education is very expensive and it would also need to be subsidized.', 0.7835147380828857)]",[],[],"['subsidize', 'unfair', 'vocational education', 'advanced', 'subsidized', 'expensive']"
arg_27_10,"it may create a two tier system were the wealthy choose formal education and the poor feel the only option is vocational training, it may be better to help poorer students to attend university.",We should subsidize vocational education,-1,[],[],[],[],"['poorer students', 'two tier system', 'vocational training', 'help', 'wealthy']"
arg_27_11,it should not be subsidized any more than any other form of education,We should subsidize vocational education,-1,[],[],[],[],['subsidized']
arg_27_12,"like other forms of higher education, if people want to attend vocational schools, they should find a way to pay for it themselves.",We should subsidize vocational education,-1,"['like other forms of higher education, if people want to attend vocational schools, they should find a way to pay for it themselves.']","[('like other forms of higher education, if people want to attend vocational schools, they should find a way to pay for it themselves.', 0.8878006935119629)]",[],[],['pay']
arg_27_13,"many trade skills are overcrowded as it is, and this would overload the market",We should subsidize vocational education,-1,"['many trade skills are overcrowded as it is, and this would overload the market']","[('many trade skills are overcrowded as it is, and this would overload the market', 0.7948631048202515)]",['subsidizing vocational education leads to an influx in those professions'],"['many trade skills are overcrowded as it is, and this would overload the market']","['overload', 'overcrowded', 'trade skills']"
arg_27_14,"most adults will not finish the program as they have kids or work, and so the money would be a waste.",We should subsidize vocational education,-1,"['most adults will not finish the program as they have kids or work, and so the money would be a waste.']","[('most adults will not finish the program as they have kids or work, and so the money would be a waste.', 0.7302031517028809)]",[],[],['waste']
arg_27_15,most vocational jobs will be automated in the future so it is not wise to spend money to subsidize traditional vocational education,We should subsidize vocational education,-1,['most vocational jobs will be automated in the future so it is not wise to spend money to subsidize traditional vocational education'],"[('most vocational jobs will be automated in the future so it is not wise to spend money to subsidize traditional vocational education', 0.8392806649208069)]",[],[],"['subsidize', 'automated', 'spend money', 'vocational', 'jobs']"
arg_27_16,no education system should be subsidized because we could have an indoctrination center and not education centers.,We should subsidize vocational education,-1,['no education system should be subsidized because we could have an indoctrination center and not education centers.'],"[('no education system should be subsidized because we could have an indoctrination center and not education centers.', 0.8157244920730591)]",[],[],"['indoctrination center', 'centers', 'subsidized']"
arg_27_17,"Over time, the technical skills acquired in vocational education become obsolete, leaving an individual without any marketable skills.",We should subsidize vocational education,-1,"['Over time, the technical skills acquired in vocational education become obsolete, leaving an individual without any marketable skills.']","[('Over time, the technical skills acquired in vocational education become obsolete, leaving an individual without any marketable skills.', 0.9250558018684387)]",[],[],"['marketable skills', 'technical skills', 'obsolete']"
arg_27_18,people are responsible to pay for their own education,We should subsidize vocational education,-1,['people are responsible to pay for their own education'],"[('people are responsible to pay for their own education', 0.8040584921836853)]",[],[],['responsible to pay']
arg_27_19,people can find their own way to pay for this education,We should subsidize vocational education,-1,['people can find their own way to pay for this education'],"[('people can find their own way to pay for this education', 0.7638961672782898)]",[],[],['pay']
arg_27_20,people should pay for vocational education in the same way that they pay for a university education.,We should subsidize vocational education,-1,['people should pay for vocational education in the same way that they pay for a university education.'],"[('people should pay for vocational education in the same way that they pay for a university education.', 0.8898318409919739)]",[],[],"['vocational education', 'university education', 'pay']"
arg_27_21,"prioritising one area over another creates imbalances - supply and demand should be the dictating factor, and if there is enough demand for the skills vocational education provides, people will self-fund.",We should subsidize vocational education,-1,"['prioritising one area over another creates imbalances - supply and demand should be the dictating factor, and if there is enough demand for the skills vocational education provides, people will self-fund.']","[('prioritising one area over another creates imbalances - supply and demand should be the dictating factor, and if there is enough demand for the skills vocational education provides, people will self-fund.', 0.8783441781997681)]",[],[],"['imbalances', 'supply and demand', 'demand', 'self-fund']"
arg_27_22,"Since most vocational programs take two years or less to complete, the job market can become saturated with people who all have the same skills and training. Many graduates will not be able to find employment.",We should subsidize vocational education,-1,"['Since most vocational programs take two years or less to complete, the job market can become saturated with people who all have the same skills and training.', 'Many graduates will not be able to find employment.']","[('Since most vocational programs take two years or less to complete, the job market can become saturated with people who all have the same skills and training.', 0.9136829972267151), ('Many graduates will not be able to find employment.', 0.8263829946517944)]",['subsidizing vocational education leads to an influx in those professions'],"['Since most vocational programs take two years or less to complete, the job market can become saturated with people who all have the same skills and training.']","['job market', 'skills and training', 'employment', 'find', 'saturated']"
arg_27_23,"subsidies are unjust unless they are beneficial to all, not just a select few in certain fields.",We should subsidize vocational education,-1,"['subsidies are unjust unless they are beneficial to all, not just a select few in certain fields.']","[('subsidies are unjust unless they are beneficial to all, not just a select few in certain fields.', 0.8487180471420288)]",[],[],"['', 'unjust', 'beneficial', 'subsidies']"
arg_27_24,subsidies for vocational training don't work because they don't increase the demand for the courses offered,We should subsidize vocational education,-1,"[""subsidies for vocational training don't work because they don't increase the demand for the courses offered""]","[(""subsidies for vocational training don't work because they don't increase the demand for the courses offered"", 0.8444466590881348)]",[],[],['demand']
arg_27_25,"subsidising vocational education will simply have the effect to creating a glut of certain skill-sets, driving down demand and wages in these sectors.",We should subsidize vocational education,-1,"['subsidising vocational education will simply have the effect to creating a glut of certain skill-sets, driving down demand and wages in these sectors.']","[('subsidising vocational education will simply have the effect to creating a glut of certain skill-sets, driving down demand and wages in these sectors.', 0.9102447628974915)]",['subsidizing vocational education leads to an influx in those professions'],"['subsidising vocational education will simply have the effect to creating a glut of certain skill-sets, driving down demand and wages in these sectors.']","['glut', 'demand', 'skill-sets', 'wages']"
arg_27_26,subsidising vocational training won't make the quality of training any better so there isn't any point in doing so.,We should subsidize vocational education,-1,"[""subsidising vocational training won't make the quality of training any better so there isn't any point in doing so.""]","[(""subsidising vocational training won't make the quality of training any better so there isn't any point in doing so."", 0.8971033692359924)]",[],[],"['vocational training', 'quality of training', 'subsidising']"
arg_27_27,subsidizing vocational education gives it unfair advantage over alternative career paths.,We should subsidize vocational education,-1,['subsidizing vocational education gives it unfair advantage over alternative career paths.'],"[('subsidizing vocational education gives it unfair advantage over alternative career paths.', 0.94173264503479)]",[],[],"['alternative career paths', 'unfair advantage', 'vocational education']"
arg_27_28,subsidizing vocational education is unnecessary as those who have learnt trades can end up making a lot of money.,We should subsidize vocational education,-1,['subsidizing vocational education is unnecessary as those who have learnt trades can end up making a lot of money.'],"[('subsidizing vocational education is unnecessary as those who have learnt trades can end up making a lot of money.', 0.8327960968017578)]",[],[],"['money', 'vocational education']"
arg_27_29,"Subsidizing vocational education takes money away from other, more worthy causes that help society at large.",We should subsidize vocational education,-1,"['Subsidizing vocational education takes money away from other, more worthy causes that help society at large.']","[('Subsidizing vocational education takes money away from other, more worthy causes that help society at large.', 0.8999689221382141)]",['subsidizing vocational education diverts money from more worthy causes'],"['Subsidizing vocational education takes money away from other, more worthy causes that help society at large.']","['help society', 'worthy causes', 'money away']"
arg_27_30,subsidizing vocational education would take money away from more important issues.,We should subsidize vocational education,-1,['subsidizing vocational education would take money away from more important issues.'],"[('subsidizing vocational education would take money away from more important issues.', 0.8564941883087158)]",['subsidizing vocational education diverts money from more worthy causes'],['subsidizing vocational education would take money away from more important issues.'],"['important issues', 'money', 'take', 'vocational']"
